Disturbance,Temperature,Common_Name,Sex,Date,Initial_Three_Min_Cnt,TaxonCode,PIF_Watchlist_Status,Year,Scientific_Name,AcceptedTSN,Source_Sheet,AOU_Code,Interval_Length,Location_Type,End_Time,Admin_Unit_Code,Sky,Wind,Flyover_Observed,Distance,Humidity,Regional_Stewardship_Status,Start_Time,ID_Method,Plot_Name,Visit,Observer,Ecosystem
Slight effect on count,14.0,Yellow-throated Vireo,Undetermined,2018-05-24,False,93573,False,2018,Vireo flavifrons,179009,ANTI,YTVI,8.75,Forest,07:19:00,ANTI,Partly Cloudy,2.0,False,75.0,87.4000015258789,True,07:09:00,Singing,ANTI-0092,1,Kimberly Serno,Forest
Slight effect on count,14.0,Eastern Wood-Pewee,Undetermined,2018-05-24,True,85846,False,2018,Contopus virens,178359,ANTI,EAWP,1.25,Forest,07:19:00,ANTI,Partly Cloudy,2.0,False,50.0,87.4000015258789,True,07:09:00,Singing,ANTI-0092,1,Kimberly Serno,Forest
No effect on count,27.2999992370605,Carolina Wren,Unknown,2018-05-24,False,88350,False,2018,Thryothorus ludovicianus,178581,ANTI,CARW,8.75,Forest,08:44:00,ANTI,Clear or Few Clouds,2.0,False,50.0,52.9000015258789,False,08:34:00,Singing,ANTI-0190,1,Brian Swimelar,Forest
No effect on count,27.2999992370605,Song Sparrow,Undetermined,2018-05-24,False,85643,False,2018,Melospiza melodia,179492,ANTI,SOSP,3.75,Forest,08:44:00,ANTI,Clear or Few Clouds,2.0,False,50.0,52.9000015258789,False,08:34:00,Singing,ANTI-0190,1,Brian Swimelar,Forest
No effect on count,27.2999992370605,Red-bellied Woodpecker,Unknown,2018-05-24,False,84865,False,2018,Melanerpes carolinus,178195,ANTI,RBWO,8.75,Forest,08:44:00,ANTI,Clear or Few Clouds,2.0,False,50.0,52.9000015258789,False,08:34:00,Calling,ANTI-0190,1,Brian Swimelar,Forest
No effect on count,27.2999992370605,Northern Cardinal,Unknown,2018-05-24,True,94228,False,2018,Cardinalis cardinalis,179124,ANTI,NOCA,1.25,Forest,08:44:00,ANTI,Clear or Few Clouds,2.0,False,50.0,52.9000015258789,False,08:34:00,Calling,ANTI-0190,1,Brian Swimelar,Forest
No effect on count,27.2999992370605,Mourning Dove,Unknown,2018-05-24,True,82737,False,2018,Zenaida macroura,177125,ANTI,MODO,1.25,Forest,08:44:00,ANTI,Clear or Few Clouds,2.0,False,50.0,52.9000015258789,False,08:34:00,Singing,ANTI-0190,1,Brian Swimelar,Forest
No effect on count,27.2999992370605,Indigo Bunting,Undetermined,2018-05-24,True,94257,False,2018,Passerina cyanea,179150,ANTI,INBU,1.25,Forest,08:44:00,ANTI,Clear or Few Clouds,2.0,False,75.0,52.9000015258789,True,08:34:00,Singing,ANTI-0190,1,Brian Swimelar,Forest
No effect on count,27.2999992370605,Grasshopper Sparrow,Undetermined,2018-05-24,True,83867,False,2018,Ammodramus savannarum,179333,ANTI,GRSP,1.25,Forest,08:44:00,ANTI,Clear or Few Clouds,2.0,False,75.0,52.9000015258789,False,08:34:00,Singing,ANTI-0190,1,Brian Swimelar,Forest
No effect on count,27.2999992370605,Field Sparrow,Undetermined,2018-05-24,True,84790,False,2018,Spizella pusilla,179443,ANTI,FISP,1.25,Forest,08:44:00,ANTI,Clear or Few Clouds,2.0,False,50.0,52.9000015258789,True,08:34:00,Singing,ANTI-0190,1,Brian Swimelar,Forest
No effect on count,27.2999992370605,Chipping Sparrow,Undetermined,2018-05-24,True,84781,False,2018,Spizella passerina,179435,ANTI,CHSP,1.25,Forest,08:44:00,ANTI,Clear or Few Clouds,2.0,False,75.0,52.9000015258789,False,08:34:00,Singing,ANTI-0190,1,Brian Swimelar,Forest
No effect on count,27.2999992370605,Carolina Chickadee,Undetermined,2018-05-24,False,265876,False,2018,Poecile carolinensis,554383,ANTI,CACH,6.25,Forest,08:44:00,ANTI,Clear or Few Clouds,2.0,False,50.0,52.9000015258789,True,08:34:00,Singing,ANTI-0190,1,Brian Swimelar,Forest
No effect on count,27.2999992370605,Brown-headed Cowbird,Undetermined,2018-05-24,False,94215,False,2018,Molothrus ater,179112,ANTI,BHCO,6.25,Forest,08:44:00,ANTI,Clear or Few Clouds,2.0,False,50.0,52.9000015258789,False,08:34:00,Singing,ANTI-0190,1,Brian Swimelar,Forest
No effect on count,27.2999992370605,Blue-gray Gnatcatcher,Unknown,2018-05-24,False,88038,False,2018,Polioptila caerulea,179853,ANTI,BGGN,3.75,Forest,08:44:00,ANTI,Clear or Few Clouds,2.0,False,50.0,52.9000015258789,False,08:34:00,Calling,ANTI-0190,1,Brian Swimelar,Forest
No effect on count,27.2999992370605,Barn Swallow,Unknown,2018-05-24,False,87409,False,2018,Hirundo rustica,178448,ANTI,BARS,6.25,Forest,08:44:00,ANTI,Clear or Few Clouds,2.0,True,62.25455405725101,52.9000015258789,False,08:34:00,Visualization,ANTI-0190,1,Brian Swimelar,Forest
No effect on count,27.2999992370605,American Goldfinch,Undetermined,2018-05-24,False,95300,False,2018,Spinus tristis,179236,ANTI,AMGO,3.75,Forest,08:44:00,ANTI,Clear or Few Clouds,2.0,False,50.0,52.9000015258789,False,08:34:00,Singing,ANTI-0190,1,Brian Swimelar,Forest
No effect on count,27.2999992370605,Chipping Sparrow,Undetermined,2018-05-24,False,84781,False,2018,Spizella passerina,179435,ANTI,CHSP,3.75,Forest,08:44:00,ANTI,Clear or Few Clouds,2.0,False,50.0,52.9000015258789,False,08:34:00,Singing,ANTI-0190,1,Brian Swimelar,Forest
Slight effect on count,23.7999992370605,Acadian Flycatcher,Unknown,2018-05-24,True,85824,False,2018,Empidonax virescens,178339,ANTI,ACFL,1.25,Forest,07:32:00,ANTI,Clear or Few Clouds,2.0,False,75.0,57.9000015258789,True,07:22:00,Singing,ANTI-0194,1,Brian Swimelar,Forest
Slight effect on count,23.7999992370605,Acadian Flycatcher,Unknown,2018-05-24,False,85824,False,2018,Empidonax virescens,178339,ANTI,ACFL,8.75,Forest,07:32:00,ANTI,Clear or Few Clouds,2.0,False,50.0,57.9000015258789,True,07:22:00,Singing,ANTI-0194,1,Brian Swimelar,Forest
Slight effect on count,23.7999992370605,American Goldfinch,Unknown,2018-05-24,False,95300,False,2018,Spinus tristis,179236,ANTI,AMGO,6.25,Forest,07:32:00,ANTI,Clear or Few Clouds,2.0,False,75.0,57.9000015258789,False,07:22:00,Singing,ANTI-0194,1,Brian Swimelar,Forest
Slight effect on count,23.7999992370605,Blue-gray Gnatcatcher,Unknown,2018-05-24,True,88038,False,2018,Polioptila caerulea,179853,ANTI,BGGN,1.25,Forest,07:32:00,ANTI,Clear or Few Clouds,2.0,False,75.0,57.9000015258789,False,07:22:00,Calling,ANTI-0194,1,Brian Swimelar,Forest
Slight effect on count,23.7999992370605,Blue-gray Gnatcatcher,Unknown,2018-05-24,False,88038,False,2018,Polioptila caerulea,179853,ANTI,BGGN,3.75,Forest,07:32:00,ANTI,Clear or Few Clouds,2.0,False,50.0,57.9000015258789,False,07:22:00,Calling,ANTI-0194,1,Brian Swimelar,Forest
Slight effect on count,23.7999992370605,Chipping Sparrow,Undetermined,2018-05-24,True,84781,False,2018,Spizella passerina,179435,ANTI,CHSP,1.25,Forest,07:32:00,ANTI,Clear or Few Clouds,2.0,False,75.0,57.9000015258789,False,07:22:00,Singing,ANTI-0194,1,Brian Swimelar,Forest
Slight effect on count,23.7999992370605,Eastern Tufted Titmouse,Unknown,2018-05-24,True,266957,False,2018,Baeolophus bicolor,554138,ANTI,ETTI,1.25,Forest,07:32:00,ANTI,Clear or Few Clouds,2.0,False,75.0,57.9000015258789,False,07:22:00,Singing,ANTI-0194,1,Brian Swimelar,Forest
Slight effect on count,23.7999992370605,Red-bellied Woodpecker,Unknown,2018-05-24,False,84865,False,2018,Melanerpes carolinus,178195,ANTI,RBWO,6.25,Forest,07:32:00,ANTI,Clear or Few Clouds,2.0,False,75.0,57.9000015258789,False,07:22:00,Calling,ANTI-0194,1,Brian Swimelar,Forest
Slight effect on count,23.7999992370605,Acadian Flycatcher,Unknown,2018-05-24,False,85824,False,2018,Empidonax virescens,178339,ANTI,ACFL,3.75,Forest,07:32:00,ANTI,Clear or Few Clouds,2.0,False,50.0,57.9000015258789,True,07:22:00,Singing,ANTI-0194,1,Brian Swimelar,Forest
Slight effect on count,23.7999992370605,Pileated Woodpecker,Unknown,2018-05-24,True,84833,False,2018,Dryocopus pileatus,178166,ANTI,PIWO,1.25,Forest,07:32:00,ANTI,Clear or Few Clouds,2.0,False,50.0,57.9000015258789,False,07:22:00,Visualization,ANTI-0194,1,Brian Swimelar,Forest
Slight effect on count,23.7999992370605,American Crow,Unknown,2018-05-24,True,87106,False,2018,Corvus brachyrhynchos,179731,ANTI,AMCR,1.25,Forest,07:32:00,ANTI,Clear or Few Clouds,2.0,False,75.0,57.9000015258789,False,07:22:00,Calling,ANTI-0194,1,Brian Swimelar,Forest
No effect on count,26.2000007629395,Indigo Bunting,Undetermined,2018-05-24,True,94257,False,2018,Passerina cyanea,179150,ANTI,INBU,1.25,Forest,10:03:00,ANTI,Clear or Few Clouds,2.0,False,75.0,68.5999984741211,True,09:53:00,Singing,ANTI-0200,1,Brian Swimelar,Forest
No effect on count,26.2000007629395,Pileated Woodpecker,Unknown,2018-05-24,True,84833,False,2018,Dryocopus pileatus,178166,ANTI,PIWO,1.25,Forest,10:03:00,ANTI,Clear or Few Clouds,2.0,False,75.0,68.5999984741211,False,09:53:00,Calling,ANTI-0200,1,Brian Swimelar,Forest
No effect on count,26.2000007629395,Pileated Woodpecker,Unknown,2018-05-24,True,84833,False,2018,Dryocopus pileatus,178166,ANTI,PIWO,1.25,Forest,10:03:00,ANTI,Clear or Few Clouds,2.0,False,50.0,68.5999984741211,False,09:53:00,Visualization,ANTI-0200,1,Brian Swimelar,Forest
No effect on count,26.2000007629395,Red-bellied Woodpecker,Unknown,2018-05-24,True,84865,False,2018,Melanerpes carolinus,178195,ANTI,RBWO,1.25,Forest,10:03:00,ANTI,Clear or Few Clouds,2.0,False,50.0,68.5999984741211,False,09:53:00,Calling,ANTI-0200,1,Brian Swimelar,Forest
No effect on count,26.2000007629395,Eastern Wood-Pewee,Undetermined,2018-05-24,False,85846,False,2018,Contopus virens,178359,ANTI,EAWP,6.25,Forest,10:03:00,ANTI,Clear or Few Clouds,2.0,False,50.0,68.5999984741211,True,09:53:00,Singing,ANTI-0200,1,Brian Swimelar,Forest
No effect on count,26.2000007629395,Eastern Towhee,Unknown,2018-05-24,True,83803,False,2018,Pipilo erythrophthalmus,179276,ANTI,EATO,3.75,Forest,10:03:00,ANTI,Clear or Few Clouds,2.0,False,75.0,68.5999984741211,True,09:53:00,Calling,ANTI-0200,1,Brian Swimelar,Forest
No effect on count,26.2000007629395,Eastern Wood-Pewee,Undetermined,2018-05-24,True,85846,False,2018,Contopus virens,178359,ANTI,EAWP,1.25,Forest,10:03:00,ANTI,Clear or Few Clouds,2.0,False,75.0,68.5999984741211,True,09:53:00,Singing,ANTI-0200,1,Brian Swimelar,Forest
No effect on count,26.2000007629395,Northern Cardinal,Unknown,2018-05-24,True,94228,False,2018,Cardinalis cardinalis,179124,ANTI,NOCA,1.25,Forest,10:03:00,ANTI,Clear or Few Clouds,2.0,False,75.0,68.5999984741211,False,09:53:00,Calling,ANTI-0200,1,Brian Swimelar,Forest
No effect on count,26.5,Red-bellied Woodpecker,Unknown,2018-05-24,True,84865,False,2018,Melanerpes carolinus,178195,ANTI,RBWO,1.25,Forest,10:20:00,ANTI,Clear or Few Clouds,1.0,False,50.0,68.5999984741211,False,10:10:00,Calling,ANTI-0206,1,Brian Swimelar,Forest
No effect on count,26.5,Red-eyed Vireo,Undetermined,2018-05-24,True,93587,False,2018,Vireo olivaceus,179021,ANTI,REVI,1.25,Forest,10:20:00,ANTI,Clear or Few Clouds,1.0,False,50.0,68.5999984741211,False,10:10:00,Singing,ANTI-0206,1,Brian Swimelar,Forest
No effect on count,26.5,Wood Thrush,Undetermined,2018-05-24,False,87156,True,2018,Hylocichla mustelina,179777,ANTI,WOTH,3.75,Forest,10:20:00,ANTI,Clear or Few Clouds,1.0,False,75.0,68.5999984741211,True,10:10:00,Singing,ANTI-0206,1,Brian Swimelar,Forest
No effect on count,26.5,Red-bellied Woodpecker,Unknown,2018-05-24,False,84865,False,2018,Melanerpes carolinus,178195,ANTI,RBWO,8.75,Forest,10:20:00,ANTI,Clear or Few Clouds,1.0,False,75.0,68.5999984741211,False,10:10:00,Calling,ANTI-0206,1,Brian Swimelar,Forest
No effect on count,26.5,Red-bellied Woodpecker,Unknown,2018-05-24,False,84865,False,2018,Melanerpes carolinus,178195,ANTI,RBWO,6.25,Forest,10:20:00,ANTI,Clear or Few Clouds,1.0,False,50.0,68.5999984741211,False,10:10:00,Calling,ANTI-0206,1,Brian Swimelar,Forest
No effect on count,26.5,Indigo Bunting,Undetermined,2018-05-24,False,94257,False,2018,Passerina cyanea,179150,ANTI,INBU,6.25,Forest,10:20:00,ANTI,Clear or Few Clouds,1.0,False,50.0,68.5999984741211,True,10:10:00,Singing,ANTI-0206,1,Brian Swimelar,Forest
No effect on count,26.5,Indigo Bunting,Undetermined,2018-05-24,True,94257,False,2018,Passerina cyanea,179150,ANTI,INBU,1.25,Forest,10:20:00,ANTI,Clear or Few Clouds,1.0,False,50.0,68.5999984741211,True,10:10:00,Singing,ANTI-0206,1,Brian Swimelar,Forest
No effect on count,26.5,Eastern Tufted Titmouse,Unknown,2018-05-24,False,266957,False,2018,Baeolophus bicolor,554138,ANTI,ETTI,6.25,Forest,10:20:00,ANTI,Clear or Few Clouds,1.0,False,50.0,68.5999984741211,False,10:10:00,Singing,ANTI-0206,1,Brian Swimelar,Forest
No effect on count,26.5,Eastern Wood-Pewee,Undetermined,2018-05-24,True,85846,False,2018,Contopus virens,178359,ANTI,EAWP,1.25,Forest,10:20:00,ANTI,Clear or Few Clouds,1.0,False,50.0,68.5999984741211,True,10:10:00,Singing,ANTI-0206,1,Brian Swimelar,Forest
No effect on count,26.5,Carolina Wren,Unknown,2018-05-24,True,88350,False,2018,Thryothorus ludovicianus,178581,ANTI,CARW,1.25,Forest,10:20:00,ANTI,Clear or Few Clouds,1.0,False,50.0,68.5999984741211,False,10:10:00,Calling,ANTI-0206,1,Brian Swimelar,Forest
No effect on count,26.5,Pileated Woodpecker,Unknown,2018-05-24,False,84833,False,2018,Dryocopus pileatus,178166,ANTI,PIWO,3.75,Forest,10:20:00,ANTI,Clear or Few Clouds,1.0,False,75.0,68.5999984741211,False,10:10:00,Calling,ANTI-0206,1,Brian Swimelar,Forest
No effect on count,26.5,Acadian Flycatcher,Unknown,2018-05-24,False,85824,False,2018,Empidonax virescens,178339,ANTI,ACFL,3.75,Forest,10:20:00,ANTI,Clear or Few Clouds,1.0,False,75.0,68.5999984741211,True,10:10:00,Singing,ANTI-0206,1,Brian Swimelar,Forest
No effect on count,26.5,Northern Cardinal,Unknown,2018-05-24,True,94228,False,2018,Cardinalis cardinalis,179124,ANTI,NOCA,1.25,Forest,10:20:00,ANTI,Clear or Few Clouds,1.0,False,50.0,68.5999984741211,False,10:10:00,Singing,ANTI-0206,1,Brian Swimelar,Forest
No effect on count,26.5,Northern Cardinal,Undetermined,2018-05-24,False,94228,False,2018,Cardinalis cardinalis,179124,ANTI,NOCA,6.25,Forest,10:20:00,ANTI,Clear or Few Clouds,1.0,False,50.0,68.5999984741211,False,10:10:00,Visualization,ANTI-0206,1,Brian Swimelar,Forest
No effect on count,25.5,Eastern Wood-Pewee,Undetermined,2018-05-24,True,85846,False,2018,Contopus virens,178359,ANTI,EAWP,1.25,Forest,10:37:00,ANTI,Clear or Few Clouds,2.0,False,50.0,66.5,True,10:27:00,Singing,ANTI-0207,1,Brian Swimelar,Forest
No effect on count,25.5,Pileated Woodpecker,Unknown,2018-05-24,True,84833,False,2018,Dryocopus pileatus,178166,ANTI,PIWO,1.25,Forest,10:37:00,ANTI,Clear or Few Clouds,2.0,False,50.0,66.5,False,10:27:00,Calling,ANTI-0207,1,Brian Swimelar,Forest
No effect on count,25.5,Brown-headed Cowbird,Undetermined,2018-05-24,False,94215,False,2018,Molothrus ater,179112,ANTI,BHCO,3.75,Forest,10:37:00,ANTI,Clear or Few Clouds,2.0,False,75.0,66.5,False,10:27:00,Singing,ANTI-0207,1,Brian Swimelar,Forest
No effect on count,25.5,Acadian Flycatcher,Unknown,2018-05-24,False,85824,False,2018,Empidonax virescens,178339,ANTI,ACFL,3.75,Forest,10:37:00,ANTI,Clear or Few Clouds,2.0,False,75.0,66.5,True,10:27:00,Singing,ANTI-0207,1,Brian Swimelar,Forest
No effect on count,25.5,Red-bellied Woodpecker,Unknown,2018-05-24,True,84865,False,2018,Melanerpes carolinus,178195,ANTI,RBWO,1.25,Forest,10:37:00,ANTI,Clear or Few Clouds,2.0,False,50.0,66.5,False,10:27:00,Calling,ANTI-0207,1,Brian Swimelar,Forest
No effect on count,25.5,Red-bellied Woodpecker,Unknown,2018-05-24,False,84865,False,2018,Melanerpes carolinus,178195,ANTI,RBWO,6.25,Forest,10:37:00,ANTI,Clear or Few Clouds,2.0,False,75.0,66.5,False,10:27:00,Calling,ANTI-0207,1,Brian Swimelar,Forest
No effect on count,25.5,Red-eyed Vireo,Undetermined,2018-05-24,True,93587,False,2018,Vireo olivaceus,179021,ANTI,REVI,1.25,Forest,10:37:00,ANTI,Clear or Few Clouds,2.0,False,50.0,66.5,False,10:27:00,Singing,ANTI-0207,1,Brian Swimelar,Forest
No effect on count,25.5,Wood Thrush,Undetermined,2018-05-24,False,87156,True,2018,Hylocichla mustelina,179777,ANTI,WOTH,6.25,Forest,10:37:00,ANTI,Clear or Few Clouds,2.0,False,75.0,66.5,True,10:27:00,Singing,ANTI-0207,1,Brian Swimelar,Forest
No effect on count,25.5,Acadian Flycatcher,Unknown,2018-05-24,False,85824,False,2018,Empidonax virescens,178339,ANTI,ACFL,8.75,Forest,10:37:00,ANTI,Clear or Few Clouds,2.0,False,50.0,66.5,True,10:27:00,Singing,ANTI-0207,1,Brian Swimelar,Forest
No effect on count,25.5,American Robin,Undetermined,2018-05-24,False,87136,False,2018,Turdus migratorius,179759,ANTI,AMRO,8.75,Forest,10:37:00,ANTI,Clear or Few Clouds,2.0,False,50.0,66.5,False,10:27:00,Singing,ANTI-0207,1,Brian Swimelar,Forest
No effect on count,25.5,Carolina Wren,Unknown,2018-05-24,False,88350,False,2018,Thryothorus ludovicianus,178581,ANTI,CARW,3.75,Forest,10:37:00,ANTI,Clear or Few Clouds,2.0,False,75.0,66.5,False,10:27:00,Singing,ANTI-0207,1,Brian Swimelar,Forest
No effect on count,25.5,Eastern Wood-Pewee,Undetermined,2018-05-24,True,85846,False,2018,Contopus virens,178359,ANTI,EAWP,1.25,Forest,10:37:00,ANTI,Clear or Few Clouds,2.0,False,75.0,66.5,True,10:27:00,Singing,ANTI-0207,1,Brian Swimelar,Forest
No effect on count,25.8999996185303,Acadian Flycatcher,Unknown,2018-05-24,True,85824,False,2018,Empidonax virescens,178339,ANTI,ACFL,1.25,Forest,10:53:00,ANTI,Clear or Few Clouds,2.0,False,50.0,55.2000007629395,True,10:43:00,Singing,ANTI-0201,1,Brian Swimelar,Forest
No effect on count,25.8999996185303,Acadian Flycatcher,Unknown,2018-05-24,False,85824,False,2018,Empidonax virescens,178339,ANTI,ACFL,8.75,Forest,10:53:00,ANTI,Clear or Few Clouds,2.0,False,75.0,55.2000007629395,True,10:43:00,Singing,ANTI-0201,1,Brian Swimelar,Forest
No effect on count,25.8999996185303,Carolina Wren,Unknown,2018-05-24,False,88350,False,2018,Thryothorus ludovicianus,178581,ANTI,CARW,8.75,Forest,10:53:00,ANTI,Clear or Few Clouds,2.0,False,75.0,55.2000007629395,False,10:43:00,Calling,ANTI-0201,1,Brian Swimelar,Forest
No effect on count,25.8999996185303,Carolina Wren,Unknown,2018-05-24,True,88350,False,2018,Thryothorus ludovicianus,178581,ANTI,CARW,1.25,Forest,10:53:00,ANTI,Clear or Few Clouds,2.0,False,50.0,55.2000007629395,False,10:43:00,Singing,ANTI-0201,1,Brian Swimelar,Forest
No effect on count,25.8999996185303,Mourning Dove,Unknown,2018-05-24,True,82737,False,2018,Zenaida macroura,177125,ANTI,MODO,3.75,Forest,10:53:00,ANTI,Clear or Few Clouds,2.0,False,75.0,55.2000007629395,False,10:43:00,Singing,ANTI-0201,1,Brian Swimelar,Forest
No effect on count,25.8999996185303,Eastern Phoebe,Undetermined,2018-05-24,False,85813,False,2018,Sayornis phoebe,178329,ANTI,EAPH,6.25,Forest,10:53:00,ANTI,Clear or Few Clouds,2.0,False,50.0,55.2000007629395,False,10:43:00,Singing,ANTI-0201,1,Brian Swimelar,Forest
No effect on count,25.8999996185303,Eastern Tufted Titmouse,Unknown,2018-05-24,False,266957,False,2018,Baeolophus bicolor,554138,ANTI,ETTI,6.25,Forest,10:53:00,ANTI,Clear or Few Clouds,2.0,False,50.0,55.2000007629395,False,10:43:00,Singing,ANTI-0201,1,Brian Swimelar,Forest
No effect on count,25.8999996185303,Great Crested Flycatcher,Unknown,2018-05-24,True,85791,False,2018,Myiarchus crinitus,178309,ANTI,GCFL,1.25,Forest,10:53:00,ANTI,Clear or Few Clouds,2.0,False,50.0,55.2000007629395,False,10:43:00,Singing,ANTI-0201,1,Brian Swimelar,Forest
No effect on count,25.8999996185303,Northern Cardinal,Unknown,2018-05-24,False,94228,False,2018,Cardinalis cardinalis,179124,ANTI,NOCA,6.25,Forest,10:53:00,ANTI,Clear or Few Clouds,2.0,False,75.0,55.2000007629395,False,10:43:00,Singing,ANTI-0201,1,Brian Swimelar,Forest
No effect on count,25.8999996185303,Red-bellied Woodpecker,Unknown,2018-05-24,False,84865,False,2018,Melanerpes carolinus,178195,ANTI,RBWO,3.75,Forest,10:53:00,ANTI,Clear or Few Clouds,2.0,False,50.0,55.2000007629395,False,10:43:00,Calling,ANTI-0201,1,Brian Swimelar,Forest
No effect on count,25.8999996185303,Red-bellied Woodpecker,Unknown,2018-05-24,True,84865,False,2018,Melanerpes carolinus,178195,ANTI,RBWO,1.25,Forest,10:53:00,ANTI,Clear or Few Clouds,2.0,False,75.0,55.2000007629395,False,10:43:00,Calling,ANTI-0201,1,Brian Swimelar,Forest
No effect on count,25.8999996185303,American Goldfinch,Unknown,2018-05-24,False,95300,False,2018,Spinus tristis,179236,ANTI,AMGO,6.25,Forest,10:53:00,ANTI,Clear or Few Clouds,2.0,False,50.0,55.2000007629395,False,10:43:00,Singing,ANTI-0201,1,Brian Swimelar,Forest
No effect on count,25.8999996185303,Northern Cardinal,Unknown,2018-05-24,True,94228,False,2018,Cardinalis cardinalis,179124,ANTI,NOCA,1.25,Forest,10:53:00,ANTI,Clear or Few Clouds,2.0,False,75.0,55.2000007629395,False,10:43:00,Singing,ANTI-0201,1,Brian Swimelar,Forest
Slight effect on count,22.8999996185303,Indigo Bunting,Undetermined,2018-06-25,True,94257,False,2018,Passerina cyanea,179150,ANTI,INBU,1.25,Forest,05:50:00,ANTI,Partly Cloudy,2.0,False,75.0,68.0999984741211,True,05:40:00,Singing,ANTI-0025,2,Kimberly Serno,Forest
Slight effect on count,22.8999996185303,House Finch,Undetermined,2018-06-25,False,926917,False,2018,Haemorhous mexicanus,Unknown,ANTI,HOFI,8.75,Forest,05:50:00,ANTI,Partly Cloudy,2.0,False,75.0,68.0999984741211,False,05:40:00,Singing,ANTI-0025,2,Kimberly Serno,Forest
Slight effect on count,22.8999996185303,Red-winged Blackbird,Unknown,2018-06-25,False,93613,False,2018,Agelaius phoeniceus,179045,ANTI,RWBL,6.25,Forest,05:50:00,ANTI,Partly Cloudy,2.0,True,62.25455405725101,68.0999984741211,False,05:40:00,Visualization,ANTI-0025,2,Kimberly Serno,Forest
Slight effect on count,22.8999996185303,Red-winged Blackbird,Undetermined,2018-06-25,False,93613,False,2018,Agelaius phoeniceus,179045,ANTI,RWBL,3.75,Forest,05:50:00,ANTI,Partly Cloudy,2.0,False,75.0,68.0999984741211,False,05:40:00,Singing,ANTI-0025,2,Kimberly Serno,Forest
Slight effect on count,22.8999996185303,Red-winged Blackbird,Undetermined,2018-06-25,True,93613,False,2018,Agelaius phoeniceus,179045,ANTI,RWBL,1.25,Forest,05:50:00,ANTI,Partly Cloudy,2.0,False,75.0,68.0999984741211,False,05:40:00,Singing,ANTI-0025,2,Kimberly Serno,Forest
Slight effect on count,22.8999996185303,Northern Cardinal,Unknown,2018-06-25,True,94228,False,2018,Cardinalis cardinalis,179124,ANTI,NOCA,1.25,Forest,05:50:00,ANTI,Partly Cloudy,2.0,False,75.0,68.0999984741211,False,05:40:00,Singing,ANTI-0025,2,Kimberly Serno,Forest
